OBJECTID,Station Name,Address,Address2,City,State,Zip,Contact,Contact Title,Phone,Email,Up Date,x,y
2656,TABERG VOLUNTEER FIRE COMPANY INCORPORATED,9066 MEADOWS ROAD, ,TABERG,NY,13471,,,315-337-8447,,,449828.486908917,4794240.04830504
2657,SOUTH GLENS FALLS FIRE COMPANY INCORPORATED STATION 1 - HEADQUARTER,7 WEST MARION AVENUE, ,SOUTH GLENS FALLS,NY,12803,,,518-792-1674,,,610540.657470057,4794559.00522071
2658,LEE CENTER FIRE DEPARTMENT INCORPORATED,5643 STOKES LEE CENTER ROAD, ,LEE CENTER,NY,13363,,,315-337-5929,,,458325.75015146,4794645.94989449
2659,SOUTH WILSON FIRE COMPANY INCORPORATED,4194 CHESTNUT ROAD, ,WILSON,NY,14172,,,716-751-6079,,,190148.903227937,4794727.99720933
2660,RANSOMVILLE FIRE COMPANY 1,2521 YOUNGSTOWN LOCKPORT ROAD, ,RANSOMVILLE,NY,14131,,,716-791-4411,,,182391.884530338,4794823.20418236
2661,WEST GLENS FALLS FIRE COMPANY 1 INCORPORATED STATION 2,445 LUZERNE ROAD, ,QUEENSBURY,NY,12804,,,518-792-8144,,Confirmed or Updated 2022,604711.673524782,4795249.44423195
2662,HOPE VOLUNTEER FIRE DEPARTMENT,STATE HIGHWAY 30, ,NORTHVILLE,NY,12134,,,518-924-2092,,,561125.133400002,4795303.06889129
2663,WEST GLENS FALLS FIRE COMPANY 1 INCORPORATED STATION 1,33 LUZERNE ROAD, ,QUEENSBURY,NY,12804,,,518-792-8144,,Confirmed or Updated 2022,608000.7962773,4795384.45882487
2664,HUDSON FALLS FIRE DEPARTMENT,220 MAIN STREET, ,HUDSON FALLS,NY,12839,Paul Dietrich,Chief,518-747-4412,,Confirmed or Updated 2022,614805.578700059,4795436.03975734
2665,VOLUNTEER FIRE COMPANY OF WESTERN INCORPORATED,9305 STATE ROUTE 46, ,WESTERNVILLE,NY,13486,,,315-827-4242,,,469602.92793889,4795557.12600346
2666,BROAD STREET FIRE STATION,1 MURRAY AVE,,GLENS FALLS,NY,12804,James Schrammel,Chief,518-761-3825,,Confirmed or Updated 2022,609194.953100004,4795670.81049131
2667,LUZERNE-HADLEY CONSOLIDATED FIRE DISTRICT,35 LAKE AVENUE, ,LAKE LUZERNE,NY,12846,,,518-696-2511,,Confirmed or Updated 2022,594588.898100002,4795664.075
2668,RIDGEWAY VOLUNTEER FIRE COMPANY STATION 1,11392 RIDGE ROAD, ,MEDINA,NY,14103,,,585-798-2076,,,225254.331886203,4796022.34187311
2669,YOUNGSTOWN VOLUNTEER FIRE COMPANY INCORPORATED,625 3RD STREET, ,YOUNGSTOWN,NY,14174,,,716-745-3324,,,171407.998374088,4796066.74106876
2670,HILTON FIRE DEPARTMENT STATION 1,135 SOUTH AVENUE, ,HILTON,NY,14468,,,585-392-8601,,,273488.892540392,4796306.66691653
2671,GREECE LAKE SHORE FIRE DEPARTMENT STATION 3 - HEADQUARTERS,1 LONG POND ROAD, ,ROCHESTER,NY,14612,,,585-723-8425,,,282987.707378513,4796546.03588702
2672,GLENS FALLS FIRE DEPARTMENT,134 RIDGE STREET, ,GLENS FALLS,NY,12801,,,518-761-3822,,Confirmed or Updated 2022,609965.150083432,4796597.72033044
2673,FULTON FIRE DEPARTMENT STATION 2,700 WEST BROADWAY, ,FULTON,NY,13069,,,315-592-7318,,,384436.019417234,4796695.80971104
2674,SOUTH QUEENSBURY FIRE DEPARTMENT,409 DIX AVENUE, ,QUEENSBURY,NY,12804,,,518-792-8669,,Confirmed or Updated 2022,613051.955565775,4796828.24276297
2675,HILTON FIRE DEPARTMENT STATION 2,120 OLD HOJACK LANE, ,HILTON,NY,14468,,,585-392-8601,,,272975.115195171,4796996.27673017
2676,KINGSBURY VOLUNTEER HOSE COMPANY INCORPORATED STATION 1,3715 BURGOYNE AVENUE, ,HUDSON FALLS,NY,12839,Bryan King Jr,Chief,518-747-4990,,Confirmed or Updated 2022,615991.972611772,4797005.47756612
2677,REMSEN FIRE DEPARTMENT,9623 MAIN STREET, ,REMSEN,NY,13438,,,315-831-2131,,,484820.766812819,4797152.88715808
2678,FAIR HAVEN FIRE DEPARTMENT,14447 FAIR HAVEN ROAD, ,STERLING,NY,13156,,,315-947-5145,,Confirmed or Updated 2022,361999.50527797,4797302.09140248
2679,FULTON FIRE DEPARTMENT STATION 1 - HEADQUARTERS,170 SOUTH 2ND STREET, ,FULTON,NY,13069,,,315-592-7477,,,385240.537861847,4797420.22787281
2680,HANNIBAL VOLUNTEER FIRE COMPANY,155 OSWEGO STREET, ,HANNIBAL,NY,13074,,,315-564-5601,,,372115.212176753,4797842.07252995
2681,GRANBY CENTER FIRE DEPARTMENT INCORPORATED,1400 COUNTY ROUTE 8, ,FULTON,NY,13069,,,315-598-7187,,,381189.571688308,4797957.33896798
2682,POLAND FIRE DEPARTMENT STATION 2,2853 STATE HIGHWAY 8, ,COLD BROOK,NY,13324,,,315-826-7141,,,501789.43369963,4797983.03091534
2683,WALKER FIRE DEPARTMENT,1420 WALKER LAKE ONTARIO ROAD, ,HILTON,NY,14468,,,585-964-3692,,,268056.856641547,4798087.99245786
2684,MILLER HOSE COMPANY INCORPORATED,6161 MCKEE STREET, ,NEWFANE,NY,14108,,,716-778-7544,,,199794.771853423,4798130.57242896
2685,QUEENSBURY CENTRAL VOLUNTEER FIRE COMPANY STATION 1,17 LAFAYETTE STREET, ,QUEENSBURY,NY,12804,,,518-792-8539,,Confirmed or Updated 2022,608212.96580657,4798202.30310655
2686,GREECE LAKE SHORE FIRE DEPARTMENT STATION 1,35 EAST MANITOU ROAD, ,ROCHESTER,NY,14612,,,585-723-8425,,,280897.727892988,4798355.00973004
2687,CAMDEN FIRE DEPARTMENT RESCUE,14 CHURCH STREET, ,CAMDEN,NY,13316,,,315-245-0560,,,439520.922041708,4798430.49836452
2688,HAMLIN FIRE DEPARTMENT,1503 LAKE ROAD, ,HAMLIN,NY,14464,,,585-964-2330,,,263049.598338724,4798480.85046514
2689,QUEENSBURY CENTRAL VOLUNTEER FIRE COMPANY STATION 2,179 AVIATION ROAD, ,QUEENSBURY,NY,12804,,,518-792-8539,,Confirmed or Updated 2022,604245.498801293,4798902.00832595
2690,VOLNEY VOLUNTEER FIRE DEPARTMENT STATION 1 - HEADQUARTERS,3002 STATE ROUTE 3, ,FULTON,NY,13069,,,315-593-7473,,,390085.345187898,4799699.57523147
2691,FLOYD BENNETT MEMORIAL AIRPORT AIRCRAFT RESCUE AND FIRE FIGHTING,443 QUEENSBURY AVENUE,ROOM 201,QUEENSBURY,NY,12804,,,518-792-5995,,Confirmed or Updated 2022,613056.698169449,4799765.73924808
2692,KENDALL VOLUNTEER FIRE DEPARTMENT INCORPORATED,1879 KENDALL ROAD, ,KENDALL,NY,14476,,,585-659-8082,,,253878.610911242,4801521.23937304
2693,MORTON FIRE DEPARTMENT,1094 MONROE ORLEANS COUNTY LINE ROAD, ,HAMLIN,NY,14464,,,585-659-8777,,,257191.227078049,4801564.76062855
2694,CARLTON FIRE COMPANY STATION 1,14341 WATERPORT-CARLTON ROAD, ,WATERPORT,NY,14571,,,585-682-4250,,,236718.183747154,4801601.10657204
2695,CARLTON FIRE COMPANY STATION 2,1823 KENT ROAD, ,KENT,NY,14477,,,585-682-4250,,,245745.449461645,4801899.0902842
2696,KINGSBURY VOLUNTEER HOSE COMPANY INCORPORATED STATION 2,KINGSBURY ROAD, ,KINGS BURY,NY,12839,,,518-747-7924,,Confirmed or Updated 2022,619088.281527154,4802183.14194399
2697,WILSON VOLUNTEER FIRE COMPANY 1,250 YOUNG STREET, ,WILSON,NY,14172,,,716-751-6038,,,189566.451622666,4802211.15280014
2698,HARTFORD VOLUNTEER FIRE COMPANY INCORPORATED,8118 STATE ROUTE 40, ,GRANVILLE,NY,12832,,,518-632-5299,,Confirmed or Updated 2022,630556.0125,4802494.5345
2699,LYNDONVILLE FIRE DEPARTMENT,148 NORTH MAIN STREET, ,LYNDONVILLE,NY,14098,,,585-765-9003,,,225280.26593323,4802564.41980247
2700,PALERMO VOLUNTEER FIRE DEPARTMENT INCORPORATED,4170 STATE ROUTE 3, ,FULTON,NY,13069,,,315-593-3195,,,396180.297671847,4802766.06806589
2701,HASTINGS VOLUNTEER FIRE DEPARTMENT,1994 UNITED STATES HIGHWAY 11, ,HASTINGS,NY,13076,,,315-625-7592,,,406679.774061718,4803253.63627643
2702,WEST AMBOY VOLUNTEER FIRE COMPANY INCORPORATED,10 CUSSON DRIVE, ,WEST MONROE,NY,13167,,,315-625-7112,,,420111.456414028,4803383.78155486
2703,BAY RIDGE VOLUNTEER FIRE COMPANY INCORPORATED,1080 BAY ROAD, ,LAKE GEORGE,NY,12845,,,518-792-6979,,Confirmed or Updated 2022,609792.450599282,4803772.32607664
2704,BARKER FIRE DEPARTMENT INCORPORATED,1660 QUAKER ROAD, ,BARKER,NY,14012,,,716-798-3011,,,211759.605524468,4803775.5552417
2705,OLCOTT VOLUNTEER FIRE COMPANY,1691 LOCKPORT-OLCOTT ROAD, ,BURT,NY,14028,,,716-778-9808,,,198946.515004572,4804206.77002987
2706,MOREHOUSE VOLUNTEER FIRE COMPANY,STATE HIGHWAY 8, ,HOFFMEISTER,NY,13353,,,315-826-7130,,,522668.849961249,4804272.46344731
2707,VOLNEY VOLUNTEER FIRE DEPARTMENT STATION 2,13 MARCH ROAD, ,OSWEGO,NY,13126,,,315-593-7473,,,383481.166980388,4804370.57016995
2708,WELLS FIRE DISTRICT,1394 STATE HIGHWAY 30, ,WELLS,NY,12190,,,518-924-2354,,,557550.139468318,4805015.01069793
2709,MINETTO FIRE DEPARTMENT,12 BARRETT DRIVE, ,MINETTO,NY,13115,,,315-343-7566,,,380386.844702217,4806177.13876442
2710,PARISH VOLUNTEER FIRE COMPANY INCORPORATED,16 UNION STREET, ,PARISH,NY,13131,,,315-625-7411,,,408782.245049526,4806453.60836395
2711,GRANVILLE HOOK AND LADDER RESCUE,42 QUAKER STREET, ,GRANVILLE,NY,12832,Russ Bronson,Chief,518-642-2401,,Confirmed or Updated 2022,640458.053485,4807056.6265543
2712,GRANVILLE ENGINE AND HOSE COMPANY 1 INCORPORATED,32 WEST MAIN STREET, ,GRANVILLE,NY,12832,Russ Bronson,Chief,518-642-2511,,Confirmed or Updated 2022,640448.855191994,4807343.38300847
2713,WEST FORT ANN VOLUNTEER FIRE DEPARTMENT INCORPORATED,49 JOE GREEN ROAD, ,FORT ANN,NY,12827,,,518-792-0161,,Confirmed or Updated 2022,615303.044352314,4807351.16730049
2714,OSWEGO TOWN FIRE DEPARTMENT,640 COUNTY ROUTE 20, ,OSWEGO,NY,13126,,,315-343-2030,,,373559.82467715,4807957.06756299
2715,FORT ANN VOLUNTEER FIRE COMPANY INCORPORATED,8 CHARLES STREET, ,FORT ANN,NY,12827,,,518-639-8811,,Confirmed or Updated 2022,622414.24997702,4808215.23721626
2716,WILLIAMSTOWN VOLUNTEER FIRE DEPARTMENT,575 STATE ROUTE 13, ,WILLIAMSTOWN,NY,13493,,,315-964-2222,,,427588.761393509,4808460.95666703
2717,PISECO VOLUNTEER FIRE DEPARTMENT,OLD PISECO ROAD, ,PISECO,NY,12139,,,518-548-3113,,,540637.121425411,4808519.314526
2718,STONY CREEK VOLUNTEER FIRE COMPANY INCORPORATED,42 HARRISBURG ROAD, ,STONY CREEK,NY,12878,,,518-696-3121,,Confirmed or Updated 2022,586566.2525,4808657.3228
2719,LAKE GEORGE VOLUNTEER FIRE DEPARTMENT,179 OTTAWA STREET, ,LAKE GEORGE,NY,12845,,,518-668-5083,,Confirmed or Updated 2022,604047.851567263,4808964.77961432
2720,FLORENCE FIRE DEPARTMENT,11909 THOMPSON CORNERS-FLORENCE ROAD, ,FLORENCE,NY,13316,,,315-337-3360,,,439392.960000001,4809739.0919913
2721,FORESTPORT FIRE FIGHTERS INCORPORATED,11965 RIVER ROAD, ,FORESTPORT,NY,13338,,,315-392-4741,,,483225.290489429,4809965.9108581
2722,MIDDLE GRANVILLE FIRE DEPARTMENT,1394 COUNTY ROUTE 24, ,GRANVILLE,NY,12832,,,518-642-9398,,Confirmed or Updated 2022,639124.425099724,4810250.47837953
2723,WEST LEYDEN FIRE COMPANY INCORPORATED,STATE ROUTE 26, ,WEST LEYDEN,NY,13489,,,315-942-4666,,,462504.514726605,4811870.14759193
2724,NORTH GRANVILLE FIRE DEPARTMENT,10209 STATE ROUTE 22, ,GRANVILLE,NY,12832,Scott McCullen,Chief,518-642-3820,,Confirmed or Updated 2022,634523.593300006,4812114.2276913
2725,NORTH QUEENSBURY VOLUNTEER FIRE DEPARTMENT,STATE ROUTE 9L, ,CLEVERDALE,NY,12820,,,518-656-9614,,Confirmed or Updated 2022,610486.452137596,4812357.82793581
2726,MEXICO VOLUNTEER FIRE DEPARTMENT,3284 MAIN STREET, ,MEXICO,NY,13114,,,315-963-7494,,,400479.991230093,4812649.88428992
2727,CITY OF OSWEGO FIRE DEPARTMENT - WEST SIDE STATION,90 WEST 1ST STREET, ,OSWEGO,NY,13126,,,315-343-2161,,,377571.387588116,4812947.78568159
2728,CITY OF OSWEGO FIRE DEPARTMENT - EAST SIDE STATION - HEADQUARTERS,35 EAST CAYUGA STREET, ,OSWEGO,NY,13126,,,315-343-2161,,,378145.490474617,4812990.56171976
2729,LAKE PLEASANT VOLUNTEER FIRE DEPARTMENT,SOUTH SHORE ROAD, ,LAKE PLEASANT,NY,12108,,,518-548-3760,,,547658.66441509,4813057.30699151
2730,SCRIBA VOLUNTEER FIRE DEPARTMENT,5618 STATE ROUTE 104, ,OSWEGO,NY,13126,,,315-343-4545,,,383522.982650115,4813471.18828189
2731,BOONVILLE FIRE COMPANY INCORPORATED,114 CHURCH STREET, ,BOONVILLE,NY,13309,,,315-942-4371,,,473078.52962172,4814423.46539154
2732,NEW HAVEN VOLUNTEER FIRE DEPARTMENT,4211 STATE ROUTE 104, ,MEXICO,NY,13114,,,315-963-8070,,,393967.260969291,4814791.20340423
2733,SPECULATOR VOLUNTEER FIRE DEPARTMENT,STATE ROUTE 30, ,SPECULATOR,NY,12164,,,518-548-4561,,,551708.148940057,4816269.84312019
2734,WARRENSBURG VOLUNTEER FIRE COMPANY,18 ELM STREET, ,WARRENSBURG,NY,12885,Justin Hull,Chief,518-623-9766,,Confirmed or Updated 2022,599253.320400001,4816283.4282913
2735,THURMAN VOLUNTEER FIRE COMPANY INCORPORATED,365 ATHOL ROAD, ,ATHOL,NY,12810,,,518-623-9446,,Confirmed or Updated 2022,592953.982083003,4816357.09966003
2736,ALTMAR FIRE DEPARTMENT,15 BRIDGE STREET, ,ALTMAR,NY,13302,,,315-298-5555,,,418956.627069757,4817833.0000076
2737,PILOT KNOB VOLUNTEER FIRE DEPARTMENT,1750 PILOT KNOB ROAD, ,KATTSKILL BAY,NY,12844,,,518-656-3673,,Confirmed or Updated 2022,610679.098327606,4818346.69919179
2738,WOODGATE VOLUNTEER FIRE DEPARTMENT,12245 STATE ROUTE 28, ,WOODGATE,NY,13494,,,315-392-6611,,,487325.006754782,4819971.1556658
2739,REDFIELD VOLUNTEER FIRE DEPARTMENT,4879 COUNTY ROUTE 17, ,REDFIELD,NY,13437,,,315-599-7750,,,433625.297905819,4820270.01869965
2740,HAMPTON FIRE DEPARTMENT,2520 COUNTY ROUTE 18, ,HAMPTON,NY,12837,Mathew Sears,Chief,518-282-9265,m.sears@hamptonfireny.org,Confirmed or Updated 2022,641117.480400001,4820469.004
2741,CONSTABLEVILLE FIRE DEPARTMENT,WEST MAIN STREET, ,CONSTABLEVILLE,NY,13325,,,315-397-2828,,,465320.718057698,4823416.4950021
2742,SKENESBOROUGH VOLUNTEER FIRE COMPANY,57 SKENESBOROUGH DRIVE, ,WHITEHALL,NY,12887,Bryan G. Brooks,Chief,518-499-2232,info@whitehallfire.org,Confirmed or Updated 2022,628988.258300819,4823534.38621549
2743,WHITEHALL VOLUNTEER FIRE COMPANY,161 MAIN STREET, ,WHITEHALL,NY,12887,Bryan G. Brooks,Chief,518-499-0720,info@whitehallfire.org,Confirmed or Updated 2022,629026.659128393,4823624.1111118
2744,BOLTON LANDING VOLUNTEER FIRE DEPARTMENT,5003 LAKESHORE DRIVE, ,BOLTON LANDING,NY,12814,,,518-644-3071,,Confirmed or Updated 2022,608660.174091305,4823931.42687752
2745,RICHLAND FIRE DEPARTMENT,30 PHILLIPS STREET, ,RICHLAND,NY,13144,,,315-298-6066,,,415276.591699869,4824480.55695345
2746,RINGGOLD FIRE COMPANY 1,12 LAKE ROAD, ,PULASKI,NY,13142,,,315-298-2121,,,408858.925038848,4824487.24253902
2747,GARNET LAKE VOLUNTEER FIRE COMPANY,1811 GARNET LAKE ROAD NORTH, ,JOHNSBURG,NY,12843,,,518-251-5911,,Confirmed or Updated 2022,580007.861206539,4824977.10189428
2748,ORWELL FIRE COMPANY,2000 COUNTY ROUTE 2, ,ORWELL,NY,13426,,,315-298-5772,,,419525.95439811,4825191.52599207
2749,J S KOSTER HOSE COMPANY INCORPORATED,3387 DOUGLAS STREET, ,PORT LEYDEN,NY,13433,,,315-348-8575,,,471896.807025717,4825909.54161514
2750,OTTER LAKE FIRE COMPANY INCORPORATED,14015 STATE ROUTE 28, ,OTTER LAKE,NY,13338,,,315-369-3668,,,491012.296364238,4826555.15118607
2751,LYONS FALLS FIRE DEPARTMENT,3907 HIGH STREET, ,LYONS FALLS,NY,13368,,,315-376-2511,,,470791.354196398,4829308.83727109
2752,JOHNSBURG VOLUNTEER FIRE COMPANY,2695 GARNET LAKE ROAD, ,JOHNSBURG,NY,12843,,,518-251-4265,,Confirmed or Updated 2022,583525.247596531,4829744.40122091
2753,BAKERS MILLS SODOM VOLUNTEER FIRE COMPANY,2554 STATE ROUTE 8, ,BAKERS MILLS,NY,12811,,,518-251-5082,,Confirmed or Updated 2022,578654.337066946,4829802.53501641
2754,TURIN VOLUNTEER FIRE COMPANY INCORPORATED,4239 NORTH STATE STREET, ,TURIN,NY,13473,,,315-348-4233,,,466719.826100912,4830805.62163309
2755,WEVERTOWN VOLUNTEER FIRE COMPANY,3866 STATE ROUTE 8, ,WEVERTOWN,NY,12886,,,518-251-3335,,Confirmed or Updated 2022,585632.319200001,4831823.0038
2756,SANDY CREEK FIRE DEPARTMENT,6026 SOUTH MAIN STREET, ,SANDY CREEK,NY,13145,,,315-387-5421,,,412372.050004249,4832595.76221758
2757,DRESDEN FIRE DEPARTMENT,14092 STATE ROUTE 22, ,CLEMONS,NY,12819,,,518-499-2031,,Confirmed or Updated 2022,625389.761234775,4832815.40831726
2758,HULETTS LANDING VOLUNTEER FIRE COMPANY,905 COUNTY ROUTE 6, ,HULETTS LANDING,NY,12841,,,518-499-2125,,Confirmed or Updated 2022,620461.336400002,4832792.5473
2759,LACONA VOLUNTEER FIRE DEPARTMENT,34 MAPLE AVENUE, ,LACONA,NY,13083,,,315-387-5547,,,413915.265398107,4833107.9005745
2760,CHESTERTOWN VOLUNTEER FIRE DEPARTMENT,5885 STATE ROUTE 8, ,CHESTERTOWN,NY,12817,,,518-494-2662,,Confirmed or Updated 2022,596294.184599999,4834409.2712913
2761,RIVERSIDE VOLUNTEER FIRE COMPANY,465 RIVERSIDE STATION ROAD, ,RIPARIUS,NY,12862,,,518-494-3333,,Confirmed or Updated 2022,588754.771737586,4834838.6525162
2762,HORICON VOLUNTEER FIRE COMPANY,6590 STATE ROUTE 8, ,BRANT LAKE,NY,12815,Scott Hayes,Chief,518-494-3428,,Confirmed or Updated 2022,600674.1532,4836596.9468
2763,GLENFIELD FIRE STATION 2,5508 PARTRIDGEVILLE RD,,BRANTINGHAM,NY,13312,,,,,,476413.305300002,4837397.5592913
2764,NORTH CREEK VOLUNTEER FIRE COMPANY,134 MAIN STREET, ,NORTH CREEK,NY,12853,Scott Allard,Chief,518-251-2324,,Confirmed or Updated 2022,581954.032338875,4838175.02465651
2765,HAGUE VOLUNTEER FIRE DEPARTMENT - SILVER BAY SUBSTATION,8164 LAKE SHORE DRIVE, ,SILVER BAY,NY,12874,,,518-543-6059,,Confirmed or Updated 2022,620326.973366011,4838322.35941754
2766,OLD FORGE VOLUNTEER FIRE DEPARTMENT,116 FULTON STREET, ,OLD FORGE,NY,13420,,,315-369-3212,,,502230.669444237,4839665.98961577
2767,MANNSVILLE FIRE DEPARTMENT,310 SOUTH MAIN STREET, ,MANNSVILLE,NY,13661,,,315-465-7000,,,414375.707940688,4840450.3600945
2768,GLENFIELD FIRE DEPARTMENT 3-G,6042 MAIN STREET, ,GLENFIELD,NY,13343,,,315-376-2135,,,467851.6541,4840862.9299913
2769,MANNSVILLE MANOR FIRE DEPARTMENT STATION 2,40 NORTH MAIN STREET, ,MANNSVILLE,NY,13661,,,315-465-7001,,,414240.574818997,4841120.47883494
2770,POTTERSVILLE VOLUNTEER FIRE DEPARTMENT,20 VALLEY FARM ROAD, ,POTTERSVILLE,NY,12860,,,518-494-2333,,Confirmed or Updated 2022,594554.417930796,4841833.30587833
2771,ELLISBURG VOLUNTEER FIRE DEPARTMENT,11901 STATE ROUTE 193, ,ELLISBURG,NY,13636,,,315-846-5555,,,408587.808761645,4842812.39512368
2772,MARTINSBURG FIRE DEPARTMENT,5609 WHITTAKER ROAD, ,MARTINSBURG,NY,13404,,,315-376-0307,,,462348.758400117,4842883.84151538
2773,NORTH RIVER VOLUNTEER FIRE COMPANY,226 THIRTEENTH LAKE ROAD, ,NORTH RIVER,NY,12856,,,518-251-4373,,Confirmed or Updated 2022,574625.862400001,4843009.4318
2774,INLET VOLUNTEER EMERGENCY SERVICES DOING BUSINESS AS INLET VOLUNTEER HOSE COMPANY,1 LIMEKILN LAKE ROAD, ,INLET,NY,13360,,,315-357-6601,,,517552.718623404,4843357.49175132
2775,PUTNAM VOLUNTEER FIRE COMPANY 1,43 FIRE HOUSE LANE, ,PUTNAM STATION,NY,12861,Doug Thatcher,Chief,518-547-9982,putnam4302@hotmail.com,Confirmed or Updated 2022,628101.727132667,4844003.89217685
2776,HAGUE VOLUNTEER FIRE DEPARTMENT,4 WEST HAGUE ROAD, ,HAGUE,NY,12836,,,518-543-6059,,Confirmed or Updated 2022,619960.645949649,4845798.72893056
2777,EAGLE BAY FIRE DEPARTMENT,5516 STATE ROUTE 28, ,EAGLE BAY,NY,13331,,,315-357-3414,,,514645.750146776,4846180.58689545
2778,LORRAINE VOLUNTEER FIRE COMPANY INCORPORATED,20876 COUNTY ROUTE 189, ,LORRAINE,NY,13659,,,315-232-2601,,,423281.808087744,4846368.15223669
2779,ADIRONDACK FIRE STATION,911 E SHORE DR, ,ADIRONDACK,NY,12808,,,,,Confirmed or Updated 2022,600257.932320624,4846501.81424924
2780,MINERVA VOLUNTEER FIRE AND RESCUE COMPANY INCORPORATED STATION 2,1386 COUNTY ROAD 29, ,OLMSTEDVILLE,NY,12857,,,518-251-3333,,,586105.883587324,4847103.1764131
2781,INDIAN LAKE VOLUNTEER FIRE DEPARTMENT,4 EAST MAIN STREET, ,INDIAN LAKE,NY,12842,,,518-648-5651,,,559171.102672365,4847943.15642893
2782,MINERVA VOLUNTEER FIRE AND RESCUE COMPANY INCORPORATED STATION 1 - HEADQUARTERS,1495 STATE ROUTE 28 NORTH, ,MINERVA,NY,12851,,,518-251-3333,,,582828.177749773,4847952.11938548
2783,LOWVILLE FIRE DEPARTMENT,5420 PARKWAY DRIVE, ,LOWVILLE,NY,13367,,,315-376-6333,,,460248.983296256,4848383.06086095
2784,BELLEVILLE FIRE DEPARTMENT STATION 1,7981 STATE ROUTE 289, ,ADAMS,NY,13605,,,315-846-5510,,,409901.5867484,4848387.8799066
2785,BELLEVILLE FIRE DEPARTMENT STATION 2,8013 STATE ROUTE 289, ,ADAMS,NY,13605,,,315-846-5510,,,409954.080838285,4848415.83358851
2786,RAQUETTE LAKE VOLUNTEER FIRE DEPARTMENT INCORPORATED,171 STATE HIGHWAY 28, ,RAQUETTE LAKE,NY,13436,,,315-354-4644,,,528148.704871329,4850823.96297783
2787,ADAMS FIRE DEPARTMENT,4 NORTH MAIN STREET, ,ADAMS,NY,13605,Biran Berkey,Fire Chief,315-232-4033,adamsfd@yahoo.com,Confirmed or Updated 2022,417617.652944285,4851247.72774762
2788,BIG MOOSE FIRE DEPARTMENT,1449 BIG MOOSE ROAD, ,EAGLE BAY,NY,13331,,,315-357-3475,,,510283.593709631,4851630.10976845
2789,NEW BREMEN FIRE DEPARTMENT,8154 STATE ROUTE 812, ,LOWVILLE,NY,13367,,,315-376-0364,,,464509.818028387,4853625.73076864
2790,SCHROON LAKE VOLUNTEER FIRE DEPARTMENT INCORPORATED,28 INDUSTRIAL DRIVE, ,SCHROON LAKE,NY,12870,,,518-532-7477,,,599172.503958184,4855063.47115176
2791,HENDERSON FIRE DISTRICT,8939 STATE ROUTE 178, ,HENDERSON,NY,13650,,,315-938-5688,,,405071.142388809,4855455.61447794
2792,RODMAN FIRE DEPARTMENT,21495 COUNTY ROUTE 69, ,RODMAN,NY,13682,,,315-232-2966,,,424353.934194538,4855783.89437192
2793,BLUE MOUNTAIN LAKE FIRE DEPARTMENT,STATE ROUTE 28, ,BLUE MOUNTAIN LAKE,NY,12812,,,518-352-7710,,,545290.45820627,4855825.72559112
2794,TICONDEROGA FIRE DISTRICT 1,60 MONTCALM STREET, ,TICONDEROGA,NY,12883,,,518-585-7771,,,626278.523212379,4856150.09924995
2795,ADAMS CENTER FIRE DISTRICT,13401 NORTH STREET, ,ADAMS CENTER,NY,13606,Mark Thomas,Fire Chief,315-583-5533,adamscenterfire@gmail.com,Confirmed or Updated 2022,419081.190680103,4857098.09777268
2796,SMITHVILLE VOLUNTEER FIRE COMPANY INCORPORATED,13727 COUNTY ROUTE 63, ,ADAMS,NY,13605,,,315-232-4160,,,411639.522778405,4858752.76931337
2797,CHILSON FIRE DEPARTMENT,60 PUTTS POND ROAD, ,TICONDEROGA,NY,12883,,,518-585-7672,,,618055.363732147,4858899.81860352
2798,BEAVER FALLS FIRE DEPARTMENT,9583 MAIN STREET, ,BEAVER FALLS,NY,13305,,,315-346-6712,,,465354.017531476,4859275.3365796
2799,CASTORLAND FIRE DEPARTMENT,5187 STATE ROUTE 410, ,CASTORLAND,NY,13620,,,315-376-6212,,,458864.145661666,4859755.15762023
2800,CROGHAN FIRE DEPARTMENT,6855 FIRE HALL STREET, ,CROGHAN,NY,13327,,,315-346-6164,,,468728.470158435,4860210.35111692
2801,COPENHAGEN FIRE DEPARTMENT,9550 STATE ROUTE 12, ,COPENHAGEN,NY,13626,,,315-688-4103,,,445728.033763715,4860465.6745215
2802,TYLERVILLE FIRE DEPARTMENT,28467 COUNTY ROUTE 69, ,COPENHAGEN,NY,13626,,,315-788-1807,,,435565.094094542,4861011.61062417
2803,CROWN POINT FIRE DEPARTMENT STATION 2,674 CREEK ROAD, ,CROWN POINT,NY,12928,,,518-597-3405,,,617317.838551369,4864250.45079425
2804,SACKETS HARBOR FIRE COMPANY INCORPORATED STATION 2,17152 COUNTY ROUTE 62, ,WATERTOWN,NY,13601,,,315-646-2770,,,417490.029647174,4864272.77183067
2805,TOWN OF WATERTOWN FIRE DEPARTMENT STATION 2,25239 COUNTY ROUTE 67, ,WATERTOWN,NY,13601,,,315-788-9102,,,430405.556807932,4864779.85921274
2806,TOWN OF WATERTOWN FIRE DEPARTMENT STATION 1,22825 COUNTY ROUTE 67, ,WATERTOWN,NY,13601,,,315-788-9101,,,426693.46613683,4865830.79833687
2807,SACKETS HARBOR FIRE COMPANY INCORPORATED STATION 1,112 NORTH BROAD STREET, ,SACKETS HARBOR,NY,13685,,,315-646-2770,,,410277.785184794,4866545.99184343
